鄉鎮市區,交易年月日,建物移轉總面積平方公尺,總價元,車位總價元,資料來源,縣市,房屋單價（元/平方公尺）
安樂區,1121028,93.78,4500000,0,成屋,基隆市,47984.644913627635
安樂區,1121012,75.14,3600000,0,成屋,基隆市,47910.56694170881
中山區,1121027,122.9,11600000,0,成屋,基隆市,94385.67941415784
中正區,1121028,151.7,6800000,0,成屋,基隆市,44825.31311799605
信義區,1121016,35.14,3000000,0,成屋,基隆市,85372.79453614115
信義區,1121016,38.94,2000000,0,成屋,基隆市,51361.06831022086
安樂區,1121028,161.14,9400000,0,成屋,基隆市,58334.36763063175
七堵區,1121017,178.55,9000000,0,成屋,基隆市,50406.0487258471
仁愛區,1121021,157.19,11400000,0,成屋,基隆市,72523.69743622368
仁愛區,1121027,98.8,4180000,0,成屋,基隆市,42307.69230769231
中正區,1121030,154.76999999999998,10300000,0,成屋,基隆市,66550.36505782776
安樂區,1121031,155.91,10000000,0,成屋,基隆市,64139.56769931371
中正區,1121027,106.28,3900000,0,成屋,基隆市,36695.52126458412
仁愛區,1121016,170.96,13700000,0,成屋,基隆市,80135.70425830604
安樂區,1121015,43.59,1680000,0,成屋,基隆市,38540.94975911906
信義區,1121031,180.78,13000000,0,成屋,基隆市,71910.60958070583
暖暖區,1121009,92.84,4000000,0,成屋,基隆市,43084.877208099955
中正區,1121030,65.47,2800000,0,成屋,基隆市,42767.679853367954
仁愛區,1121013,107.23,3500000,0,成屋,基隆市,32640.119369579406
安樂區,1121030,81.09,3200000,0,成屋,基隆市,39462.325810827475
中正區,1121026,78.26,3850000,0,成屋,基隆市,49194.99105545617
信義區,1121027,87.24,1280000,0,成屋,基隆市,14672.168729940395
信義區,1121010,140.26999999999998,9600000,0,成屋,基隆市,68439.4382262779
安樂區,1121030,38.38,2230000,0,成屋,基隆市,58103.17873892652
暖暖區,1121031,97.93,3550000,0,成屋,基隆市,36250.382926580205
七堵區,1121024,139.41,8640000,0,成屋,基隆市,61975.468043899295
中山區,1121021,94.47,2550000,0,成屋,基隆市,26992.696093998096
七堵區,1121020,349.22,20000000,0,成屋,基隆市,57270.48851726705
中正區,1121020,53.82,4200000,0,成屋,基隆市,78037.90412486065
安樂區,1121027,105.53,3300000,0,成屋,基隆市,31270.728702738557
七堵區,1121028,114.49,7050000,0,成屋,基隆市,61577.430343261425
中山區,1121028,74.86,4380000,0,成屋,基隆市,58509.21720545017
信義區,1121011,119.89,8500000,0,成屋,基隆市,70898.32346317457
安樂區,1121027,90.74,3880000,0,成屋,基隆市,42759.53273087944
信義區,1121022,118.37,5200000,0,成屋,基隆市,43930.049843710396
信義區,1121010,258.09000000000003,15750000,0,成屋,基隆市,61025.22375915378
信義區,1121027,130.93,3600000,0,成屋,基隆市,27495.60834033453
中山區,1121021,85.0,4000000,0,成屋,基隆市,47058.82352941176
七堵區,1121002,95.26,5200000,0,成屋,基隆市,54587.44488767583
安樂區,1121026,99.73,3650000,0,成屋,基隆市,36598.81680537451
安樂區,1121030,116.68,8100000,0,成屋,基隆市,69420.63764141241
安樂區,1121015,130.51,4000000,0,成屋,基隆市,30648.99241437438
七堵區,1121001,84.03,7100000,0,成屋,基隆市,84493.63322622873
七堵區,1121024,148.55,8980000,0,成屋,基隆市,60451.02659037361
安樂區,1121014,81.77,5200000,0,成屋,基隆市,63593.00476947536
中山區,1121025,85.46000000000001,8000000,0,成屋,基隆市,93611.0461034402
安樂區,1121031,61.41,1310000,0,成屋,基隆市,21332.030613906532
安樂區,1121030,135.52,4800000,0,成屋,基隆市,35419.12632821724
七堵區,1121028,104.35,3680000,0,成屋,基隆市,35265.931959750844
安樂區,1121031,94.93,8800000,0,成屋,基隆市,92699.88412514483
中正區,1121021,153.96,6800000,0,成屋,基隆市,44167.31618602234
中山區,1121007,148.51,13570000,0,成屋,基隆市,91374.31822772879
信義區,1121006,69.21,2700000,0,成屋,基隆市,39011.70351105332
中正區,1121022,195.79,15800000,0,成屋,基隆市,80698.70779917258
信義區,1121025,65.31,1680000,0,成屋,基隆市,25723.47266881029
中正區,1121026,57.94,3400000,0,成屋,基隆市,58681.394546082156
中山區,1121029,110.55,11000000,0,成屋,基隆市,99502.48756218905
中正區,1121030,62.4,3800000,0,成屋,基隆市,60897.4358974359
信義區,1121019,115.06,2000000,0,成屋,基隆市,17382.235355466713
仁愛區,1121031,131.0,5000000,0,成屋,基隆市,38167.93893129771
信義區,1121031,82.19,3500000,0,成屋,基隆市,42584.25599221316
中正區,1121024,80.55,5600000,0,成屋,基隆市,69522.03600248293
中正區,1121026,70.7,3950000,0,成屋,基隆市,55869.87270155587
中正區,1121018,323.53000000000003,17180000,0,成屋,基隆市,53101.72163323339
中正區,1121027,88.52,23000000,0,成屋,基隆市,259828.28739267963
安樂區,1121029,70.09,2000000,0,成屋,基隆市,28534.741047224994
暖暖區,1121022,94.91,8150000,0,成屋,基隆市,85870.82499209778
七堵區,1121017,91.39,7400000,0,成屋,基隆市,80971.65991902835
信義區,1121027,193.6,7800000,0,成屋,基隆市,40289.25619834711
仁愛區,1121027,109.35,4180000,0,成屋,基隆市,38225.88020118885
七堵區,1121014,96.01,6600000,0,成屋,基隆市,68742.83928757421
信義區,1121026,67.78,2300000,0,成屋,基隆市,33933.313661847154
中正區,1121007,153.97,6270000,0,成屋,基隆市,40722.21861401572
中山區,1121024,69.1,3390000,0,成屋,基隆市,49059.33429811867
中正區,1121013,271.24,16000000,0,成屋,基隆市,58988.349800914315
信義區,1121031,112.48,5600000,0,成屋,基隆市,49786.62873399715
仁愛區,1121028,67.33,2360000,0,成屋,基隆市,35051.240160403984
安樂區,1121028,100.61,3180000,0,成屋,基隆市,31607.196103767023
仁愛區,1121031,240.0,31800000,0,成屋,基隆市,132500.0
中正區,1121030,114.33,5120000,0,成屋,基隆市,44782.6467243943
中正區,1121030,113.03,5080000,0,成屋,基隆市,44943.8202247191
安樂區,1121019,95.14,5400000,0,成屋,基隆市,56758.4612150515
中正區,1121025,92.21,1316888,0,成屋,基隆市,14281.401149549942
中山區,1121030,74.67,6000000,0,成屋,基隆市,80353.55564483728
安樂區,1121024,58.25,1500000,0,成屋,基隆市,25751.07296137339
安樂區,1121002,110.66,10500000,1500000,成屋,基隆市,81330.20061449485
七堵區,1121031,84.98,5800000,0,成屋,基隆市,68251.35325959048
仁愛區,1120901,9.81,350000,0,成屋,基隆市,35677.879714576964
中正區,1120902,65.58,4000000,0,成屋,基隆市,60994.2055504727
中正區,1120905,308.45,17200000,0,成屋,基隆市,55762.68438969039
中山區,1120911,58.01,2500000,0,成屋,基隆市,43096.01792794346
中正區,1120906,67.09,5600000,0,成屋,基隆市,83469.96571769264
安樂區,1120911,27.82,1000000,0,成屋,基隆市,35945.363048166786
信義區,1120901,56.91,6000000,0,成屋,基隆市,105429.62572482869
七堵區,1120901,63.0,3450000,0,成屋,基隆市,54761.90476190476
安樂區,1120905,233.64,22800000,1800000,成屋,基隆市,89881.8695428865
安樂區,1120906,99.57,7500000,0,成屋,基隆市,75323.89273877675
仁愛區,1120911,80.8,4180000,0,成屋,基隆市,51732.67326732673
安樂區,1120908,61.41,1400000,0,成屋,基隆市,22797.589969060416
中正區,1120916,48.1,2900000,0,成屋,基隆市,60291.06029106029
暖暖區,1120901,70.96,1800000,0,成屋,基隆市,25366.403607666292
安樂區,1120908,86.97999999999999,1800000,0,成屋,基隆市,20694.412508622674
信義區,1120901,101.51,5300000,0,成屋,基隆市,52211.60476800315
信義區,1120911,166.79,7500000,0,成屋,基隆市,44966.724623778406
中正區,1120909,51.62,2250000,0,成屋,基隆市,43587.75668345603
仁愛區,1120902,90.87,8220000,0,成屋,基隆市,90458.8973258501
安樂區,1120918,94.76,3200000,0,成屋,基隆市,33769.52300548754
暖暖區,1120913,101.77,3800000,0,成屋,基隆市,37339.09796600177
仁愛區,1120911,66.52,4400000,0,成屋,基隆市,66145.5201443175
信義區,1120901,132.01999999999998,6300000,0,成屋,基隆市,47720.042417815486
中正區,1120902,181.1,11000000,0,成屋,基隆市,60739.92269464384
七堵區,1120919,73.92,2000000,0,成屋,基隆市,27056.277056277057
安樂區,1120911,63.69,3050000,0,成屋,基隆市,47888.20850997017
中正區,1120905,119.79,5700000,0,成屋,基隆市,47583.27072376659
安樂區,1120910,102.07,5500000,0,成屋,基隆市,53884.589007543844
信義區,1120902,203.42,8330000,0,成屋,基隆市,40949.75911906401
暖暖區,1120915,123.01,3300000,0,成屋,基隆市,26827.087228680593
中正區,1120921,86.11,4500000,0,成屋,基隆市,52258.73882243642
七堵區,1120915,116.03,8400000,0,成屋,基隆市,72395.07024045505
安樂區,1120913,91.87,4100000,0,成屋,基隆市,44628.2790900185
安樂區,1120904,130.26,4750000,0,成屋,基隆市,36465.53047750653
暖暖區,1120917,37.01,2000000,0,成屋,基隆市,54039.448797622266
信義區,1120910,58.52,3200000,0,成屋,基隆市,54682.159945317835
七堵區,1120909,86.81,3200000,0,成屋,基隆市,36862.112659831815
安樂區,1120925,70.59,4000000,0,成屋,基隆市,56665.25003541578
中山區,1120902,74.22,7450000,0,成屋,基隆市,100377.25680409593
安樂區,1120904,74.66,8700000,0,成屋,基隆市,116528.26145191536
暖暖區,1120904,93.15,4300000,0,成屋,基隆市,46162.10413311862
安樂區,1120914,38.77,2700000,0,成屋,基隆市,69641.47536755222
中正區,1120903,90.58,3100000,0,成屋,基隆市,34223.89048355045
仁愛區,1120916,68.42,4200000,0,成屋,基隆市,61385.55977784273
安樂區,1120909,75.14,3500000,0,成屋,基隆市,46579.71785999468
仁愛區,1120902,57.56,2000000,0,成屋,基隆市,34746.35163307853
安樂區,1120913,172.17,16000000,0,成屋,基隆市,92931.40500667944
仁愛區,1120918,83.06,6150000,900000,成屋,基隆市,63207.32000963159
仁愛區,1120918,67.43,5200000,0,成屋,基隆市,77117.01023283404
中正區,1120917,109.62,6880000,0,成屋,基隆市,62762.26965882138
中山區,1120925,118.75,3500000,0,成屋,基隆市,29473.684210526317
仁愛區,1120919,45.78,3500000,0,成屋,基隆市,76452.5993883792
信義區,1120901,66.64,2800000,0,成屋,基隆市,42016.80672268908
信義區,1120907,137.56,7200000,0,成屋,基隆市,52340.79674323931
中正區,1120914,80.6,2700000,0,成屋,基隆市,33498.75930521092
安樂區,1120911,100.98,3400000,0,成屋,基隆市,33670.03367003367
中山區,1120920,45.17,2500000,0,成屋,基隆市,55346.46889528448
信義區,1120916,166.24,8000000,0,成屋,基隆市,48123.19538017324
中正區,1120909,113.88,5400000,0,成屋,基隆市,47418.33508956797
信義區,1120906,115.14,3000000,0,成屋,基隆市,26055.237102657633
信義區,1120922,99.02,6500000,0,成屋,基隆市,65643.30438295293
中正區,1120924,60.18,3700000,0,成屋,基隆市,61482.22000664673
中正區,1120918,66.3,2450000,0,成屋,基隆市,36953.24283559578
中山區,1120914,109.86,10300000,0,成屋,基隆市,93755.6890588021
中正區,1120913,61.37,4100000,0,成屋,基隆市,66807.88658953886
安樂區,1120907,110.19,9000000,0,成屋,基隆市,81677.10318540703
中正區,1120922,121.81,6480000,0,成屋,基隆市,53197.60282407027
七堵區,1120918,88.84,4500000,0,成屋,基隆市,50652.85907248987
信義區,1120908,40.64,6000000,0,成屋,基隆市,147637.79527559056
中山區,1120923,62.78,2800000,0,成屋,基隆市,44600.191143676326
中正區,1120911,114.04,6900000,0,成屋,基隆市,60505.08593475973
中正區,1120911,114.51,6900000,0,成屋,基隆市,60256.74613570867
安樂區,1120918,278.36,8450000,0,成屋,基隆市,30356.37304210375
信義區,1120915,161.05,7500000,0,成屋,基隆市,46569.38838869916
七堵區,1120910,153.25,10800000,0,成屋,基隆市,70473.08319738989
安樂區,1120913,87.23,3500000,0,成屋,基隆市,40123.81061561389
仁愛區,1120909,93.89,5530000,0,成屋,基隆市,58898.711257854935
中正區,1120910,93.12,4300000,0,成屋,基隆市,46176.97594501718
暖暖區,1120922,108.79,6800000,0,成屋,基隆市,62505.74501332843
暖暖區,1120922,167.97,2300000,0,成屋,基隆市,13692.92135500387
安樂區,1120912,91.53,4800000,0,成屋,基隆市,52441.82235332678
中正區,1120917,137.04000000000002,7000000,0,成屋,基隆市,51079.97664915353
安樂區,1120902,98.36,5000000,0,成屋,基隆市,50833.672224481496
七堵區,1120904,80.3,7850000,0,成屋,基隆市,97758.40597758406
七堵區,1120911,159.24,7300000,0,成屋,基隆市,45842.7530771163
中山區,1120923,77.0,1200000,0,成屋,基隆市,15584.415584415585
暖暖區,1120910,83.56,7000000,0,成屋,基隆市,83772.13977979895
信義區,1120909,200.83,10100000,0,成屋,基隆市,50291.291141761685
信義區,1120919,129.58,4550000,0,成屋,基隆市,35113.44343262849
七堵區,1120927,100.26,10700000,0,成屋,基隆市,106722.52144424495
中山區,1120921,83.91,2580000,0,成屋,基隆市,30747.229174115124
暖暖區,1120922,80.49,4500000,0,成屋,基隆市,55907.56615728662
中正區,1120905,133.77,6080000,0,成屋,基隆市,45451.14749196381
暖暖區,1120901,72.7,4100000,0,成屋,基隆市,56396.14855570839
安樂區,1120925,93.99,2700000,0,成屋,基隆市,28726.46026172997
中正區,1120903,67.7,3630000,0,成屋,基隆市,53618.90694239291
信義區,1120919,150.15,6750000,0,成屋,基隆市,44955.044955044956
中正區,1120904,153.97,6500000,0,成屋,基隆市,42216.016107033836
中正區,1120908,86.53,7000000,0,成屋,基隆市,80896.7987981047
仁愛區,1120906,125.83,16800000,0,成屋,基隆市,133513.47055551142
暖暖區,1120907,76.87,2000000,0,成屋,基隆市,26017.95238714713
中正區,1120920,96.69,3700000,0,成屋,基隆市,38266.62529734202
暖暖區,1120921,97.93,2300000,0,成屋,基隆市,23486.163586235063
暖暖區,1120909,90.79,3700000,0,成屋,基隆市,40753.38693688732
中正區,1120901,106.42,7500000,0,成屋,基隆市,70475.47453486186
七堵區,1120918,80.18,4000000,0,成屋,基隆市,49887.75255674731
中正區,1120910,77.1,5100000,0,成屋,基隆市,66147.85992217899
中正區,1120910,32.55,2350000,0,成屋,基隆市,72196.62058371736
安樂區,1120906,69.55,3350000,0,成屋,基隆市,48166.786484543496
七堵區,1120913,87.0,10000000,0,成屋,基隆市,114942.52873563218
安樂區,1120902,64.99,4200000,0,成屋,基隆市,64625.32697338053
安樂區,1120901,158.14,8100000,0,成屋,基隆市,51220.437586948276
暖暖區,1120918,86.59,4500000,0,成屋,基隆市,51969.04954382723
七堵區,1120904,354.38,26800000,0,成屋,基隆市,75625.03527287093
暖暖區,1120926,188.69,10880000,0,成屋,基隆市,57660.71333933966
七堵區,1120920,89.75999999999999,6600000,0,成屋,基隆市,73529.41176470589
中正區,1120903,90.03999999999999,5800000,0,成屋,基隆市,64415.81519324745
安樂區,1120904,67.84,4500000,0,成屋,基隆市,66332.54716981131
七堵區,1120924,80.91,750000,0,成屋,基隆市,9269.558769002595
安樂區,1120929,82.69999999999999,4300000,0,成屋,基隆市,51995.16324062878
七堵區,1120922,101.48,9550000,0,成屋,基隆市,94107.21324398895
信義區,1120924,80.39,3650000,0,成屋,基隆市,45403.65717128996
中正區,1120910,70.7,4000000,0,成屋,基隆市,56577.086280056574
中山區,1120913,109.32,8990000,1300000,成屋,基隆市,70343.9443834614
信義區,1120908,95.7,6000000,0,成屋,基隆市,62695.92476489028
中山區,1120911,112.6,9420000,1450000,成屋,基隆市,70781.52753108348
中正區,1120915,84.71000000000001,3830000,0,成屋,基隆市,45213.07991972612
安樂區,1120912,139.73,5800000,0,成屋,基隆市,41508.6237744221
中正區,1120904,31.06,2150000,0,成屋,基隆市,69220.86284610431
安樂區,1120926,99.41,2800000,0,成屋,基隆市,28166.180464741978
安樂區,1120919,180.11,14000000,0,成屋,基隆市,77730.2759424796
中正區,1120910,74.39999999999999,3800000,0,成屋,基隆市,51075.268817204305
中正區,1120910,58.95,4000000,0,成屋,基隆市,67854.11365564037
中山區,1120914,146.99,10400000,0,成屋,基隆市,70753.1124566297
安樂區,1120916,68.25,3000000,0,成屋,基隆市,43956.043956043955
暖暖區,1120924,116.64,3500000,0,成屋,基隆市,30006.858710562414
安樂區,1120929,68.69,2900000,0,成屋,基隆市,42218.6635609259
安樂區,1120908,100.27,3950000,0,成屋,基隆市,39393.63717961504
中正區,1120919,162.09,9400000,0,成屋,基隆市,57992.47331729286
安樂區,1120915,70.64,3900000,0,成屋,基隆市,55209.51302378256
中山區,1120905,71.7,4100000,0,成屋,基隆市,57182.70571827057
中正區,1120907,119.25,5450000,0,成屋,基隆市,45702.30607966457
中正區,1120916,48.53,3000000,0,成屋,基隆市,61817.4325159695
暖暖區,1120918,78.68,3300000,0,成屋,基隆市,41942.04372140315
信義區,1120916,86.39999999999999,5500000,0,成屋,基隆市,63657.407407407416
信義區,1120916,71.29,4500000,0,成屋,基隆市,63122.4575676813
七堵區,1120903,95.82,10600000,0,成屋,基隆市,110624.08682947194
信義區,1120911,41.87,1800000,0,成屋,基隆市,42990.2077860043
信義區,1120922,95.9,5450000,0,成屋,基隆市,56830.031282586024
安樂區,1120920,61.41,3800000,0,成屋,基隆市,61879.172773163984
信義區,1120923,58.95,3800000,0,成屋,基隆市,64461.40797285835
安樂區,1120924,52.53,3600000,0,成屋,基隆市,68532.26727584237
七堵區,1120909,76.65,4500000,0,成屋,基隆市,58708.41487279843
中正區,1120917,153.61,6350000,0,成屋,基隆市,41338.454527700014
安樂區,1120915,35.16,2200000,0,成屋,基隆市,62571.10352673493
安樂區,1120918,100.79,2500000,0,成屋,基隆市,24804.048020636965
安樂區,1120916,150.2,15400000,0,成屋,基隆市,102529.96005326233
七堵區,1120925,138.1,6500000,0,成屋,基隆市,47067.342505430846
安樂區,1120921,200.82,12200000,0,成屋,基隆市,60750.92122298576
中正區,1120911,331.8,16300000,0,成屋,基隆市,49125.97950572634
信義區,1120920,202.62,13700000,0,成屋,基隆市,67614.25328200572
信義區,1120912,86.68,5950000,0,成屋,基隆市,68643.28564836178
仁愛區,1120929,43.37,3310000,0,成屋,基隆市,76320.03689186074
中正區,1120907,100.54,2650000,0,成屋,基隆市,26357.66858961607
安樂區,1120921,86.65,5500000,0,成屋,基隆市,63473.7449509521
安樂區,1120918,166.62,17800000,0,成屋,基隆市,106829.91237546512
七堵區,1120903,92.14,6500000,0,成屋,基隆市,70544.82309528977
仁愛區,1120909,74.49,15600000,0,成屋,基隆市,209424.08376963352
暖暖區,1120905,134.45,6000000,0,成屋,基隆市,44626.25511342507
安樂區,1120917,131.82,5300000,0,成屋,基隆市,40206.34198148991
中正區,1120925,158.18,11100000,0,成屋,基隆市,70173.22038184346
安樂區,1120920,104.85,2800000,0,成屋,基隆市,26704.81640438722
信義區,1120912,60.61,4000000,0,成屋,基隆市,65995.71027883187
中山區,1120905,109.98,4000000,0,成屋,基隆市,36370.249136206585
中山區,1120923,128.66,11420000,0,成屋,基隆市,88761.07570340432
中正區,1120926,82.56,5000000,0,成屋,基隆市,60562.01550387597
中正區,1120915,61.76,4080000,0,成屋,基隆市,66062.17616580312
安樂區,1120902,121.89,3500000,0,成屋,基隆市,28714.414636147347
仁愛區,1120921,110.16,7500000,0,成屋,基隆市,68082.78867102397
中山區,1120920,107.95,4130000,0,成屋,基隆市,38258.45298749421
安樂區,1120926,86.46000000000001,4050000,0,成屋,基隆市,46842.47050659264
信義區,1120915,121.25,9900000,0,成屋,基隆市,81649.48453608247
信義區,1120923,77.25,2250000,0,成屋,基隆市,29126.21359223301
安樂區,1120922,113.45,3150000,0,成屋,基隆市,27765.53547818422
安樂區,1120916,100.7,4900000,0,成屋,基隆市,48659.38430983118
中正區,1120928,78.17,4400000,0,成屋,基隆市,56287.5783548676
七堵區,1120911,142.18,12500000,0,成屋,基隆市,87916.72527781685
信義區,1120926,47.15,1750000,0,成屋,基隆市,37115.58854718982
信義區,1120924,107.53,5250000,0,成屋,基隆市,48823.584116060636
七堵區,1120912,153.41,4000000,0,成屋,基隆市,26073.91956195815
暖暖區,1120929,102.15,7100000,0,成屋,基隆市,69505.62897699462
七堵區,1120912,104.9,5000000,0,成屋,基隆市,47664.442326024786
中山區,1120902,57.73,4000000,0,成屋,基隆市,69288.06513078122
七堵區,1120916,94.17,5200000,0,成屋,基隆市,55219.28427312308
安樂區,1120920,194.76,9200000,0,成屋,基隆市,47237.62579585131
中正區,1120928,81.49000000000001,5550000,0,成屋,基隆市,68106.51613694931
中正區,1120915,79.44,2000000,0,成屋,基隆市,25176.233635448138
中正區,1120929,83.75,4800000,0,成屋,基隆市,57313.432835820895
七堵區,1120927,155.14999999999998,8900000,0,成屋,基隆市,57363.841443764104
中正區,1120910,90.74,3550000,0,成屋,基隆市,39122.76834912939
信義區,1120930,202.14,14600000,0,成屋,基隆市,72227.16928861185
信義區,1120925,149.93,8850000,0,成屋,基隆市,59027.54618822117
安樂區,1120920,73.31,8400000,0,成屋,基隆市,114581.91242668121
信義區,1120927,208.86,15400000,0,成屋,基隆市,73733.60145552045
安樂區,1120902,147.25,9350000,0,成屋,基隆市,63497.453310696095
七堵區,1120925,76.88,3000000,0,成屋,基隆市,39021.85223725286
安樂區,1120906,116.29,7600000,0,成屋,基隆市,65353.856737466675
安樂區,1120920,110.02,4000000,0,成屋,基隆市,36357.02599527359
暖暖區,1120922,94.45,7200000,0,成屋,基隆市,76230.80995235575
暖暖區,1120921,95.18,4700000,0,成屋,基隆市,49380.12187434335
信義區,1120928,97.85,5300000,0,成屋,基隆市,54164.53755748595
七堵區,1120928,107.93,5000000,0,成屋,基隆市,46326.3226165107
安樂區,1120920,143.74,8877621,0,成屋,基隆市,61761.65994156115
中正區,1120921,58.98,1700000,0,成屋,基隆市,28823.329942353343
安樂區,1120911,76.14,10200000,0,成屋,基隆市,133963.75098502758
七堵區,1120927,79.69,2800000,0,成屋,基隆市,35136.152591291255
信義區,1120922,94.06,4000000,0,成屋,基隆市,42526.04720391239
安樂區,1120918,76.45,3900000,0,成屋,基隆市,51013.73446697187
信義區,1120925,106.98,10700000,0,成屋,基隆市,100018.69508319312
中正區,1120914,229.31,15200000,0,成屋,基隆市,66285.81396363002
安樂區,1120924,113.39,3000000,0,成屋,基隆市,26457.35955551636
安樂區,1120924,64.99,3300000,0,成屋,基隆市,50777.042621941844
中山區,1120917,109.23,9700000,0,成屋,基隆市,88803.44227776252
暖暖區,1120918,135.06,5200000,0,成屋,基隆市,38501.40678217089
安樂區,1120912,117.37,5250000,0,成屋,基隆市,44730.33995058362
七堵區,1120925,153.04000000000002,10250000,1300000,成屋,基隆市,58481.442760062724
安樂區,1120902,75.95,3500000,0,成屋,基隆市,46082.94930875576
暖暖區,1120919,91.58,2000000,0,成屋,基隆市,21838.829438742083
信義區,1120922,113.52,10600000,0,成屋,基隆市,93375.61663143059
七堵區,1120930,110.03,6050000,0,成屋,基隆市,54985.00408979369
暖暖區,1120926,53.83,5900000,0,成屋,基隆市,109604.30986438789
中正區,1120906,62.17,2100000,0,成屋,基隆市,33778.34968634389
暖暖區,1120917,99.43,4500000,0,成屋,基隆市,45257.97043145932
安樂區,1120917,87.61,2700000,0,成屋,基隆市,30818.39972605867
中正區,1120928,350.75,17500000,0,成屋,基隆市,49893.08624376336
中山區,1120924,102.99,3900000,0,成屋,基隆市,37867.75415088844
信義區,1120918,78.19,3700000,0,成屋,基隆市,47320.62923647525
信義區,1120924,101.79,6800000,0,成屋,基隆市,66804.20473523921
安樂區,1120919,107.83,5200000,0,成屋,基隆市,48224.05638505054
安樂區,1120918,114.77,8100000,0,成屋,基隆市,70575.93447765095
仁愛區,1120923,75.56,4350000,0,成屋,基隆市,57570.14293276866
仁愛區,1120924,54.67999999999999,4000000,0,成屋,基隆市,73152.8895391368
仁愛區,1120920,57.75,7100000,0,成屋,基隆市,122943.72294372294
中正區,1120928,151.7,5600000,0,成屋,基隆市,36914.96374423204
暖暖區,1120916,95.52,7800000,0,成屋,基隆市,81658.29145728644
安樂區,1120909,66.36,2800000,0,成屋,基隆市,42194.09282700422
安樂區,1120926,92.8,4300000,0,成屋,基隆市,46336.206896551725
信義區,1120905,72.66,2900000,0,成屋,基隆市,39911.918524635286
仁愛區,1120919,101.7,9800000,0,成屋,基隆市,96361.84857423796
中正區,1120909,163.48000000000002,6500000,0,成屋,基隆市,39760.215316858325
安樂區,1120924,96.02,4750000,0,成屋,基隆市,49468.86065403041
中正區,1120920,80.55,5350000,0,成屋,基隆市,66418.37368094352
信義區,1120928,204.09,14600000,0,成屋,基隆市,71537.0669802538
暖暖區,1120930,35.67,1960000,0,成屋,基隆市,54948.13568825343
中山區,1120930,109.24,6800000,0,成屋,基隆市,62248.260710362505
信義區,1120901,82.04,5750000,0,成屋,基隆市,70087.76206728425
仁愛區,1120909,60.86,2600000,0,成屋,基隆市,42720.99901413079
七堵區,1120916,113.42,7500000,0,成屋,基隆市,66125.90372068417
中正區,1120930,107.23,3280000,0,成屋,基隆市,30588.45472349156
中山區,1120927,69.66,3500000,0,成屋,基隆市,50244.04249210451
暖暖區,1120926,77.14,3900000,0,成屋,基隆市,50557.42805289085
中正區,1120921,106.28,4200000,0,成屋,基隆市,39518.25366955213
中正區,1120929,113.67,5600000,0,成屋,基隆市,49265.41743643882
安樂區,1120919,106.6,9160000,1500000,成屋,基隆市,71857.41088180113
安樂區,1120929,202.88,12500000,0,成屋,基隆市,61612.77602523659
安樂區,1120926,121.18,12800000,1500000,成屋,基隆市,93249.71117346096
安樂區,1120926,176.55,10680000,0,成屋,基隆市,60492.77824978759
信義區,1120920,240.03,15720000,2450000,成屋,基隆市,55284.756072157645
七堵區,1120919,118.8,12000000,0,成屋,基隆市,101010.10101010102
中正區,1120917,92.89,6450000,0,成屋,基隆市,69436.9684573151
暖暖區,1120920,94.8,5700000,0,成屋,基隆市,60126.582278481015
七堵區,1120902,83.69,5000000,0,成屋,基隆市,59744.29441988291
中山區,1120923,107.63,5800000,0,成屋,基隆市,53888.32110006504
中山區,1120926,112.6,9700000,0,成屋,基隆市,86145.64831261101
中正區,1120921,100.49,12500000,0,成屋,基隆市,124390.48661558365
暖暖區,1120928,101.75,5450000,0,成屋,基隆市,53562.65356265356
安樂區,1120923,96.23,3900000,0,成屋,基隆市,40527.901901693855
暖暖區,1120930,109.62,5850000,0,成屋,基隆市,53366.17405582923
中正區,1120914,139.71,7600000,0,成屋,基隆市,54398.396678834724
信義區,1120924,156.75,5600000,0,成屋,基隆市,35725.677830940986
中正區,1120911,13.55,800000,0,成屋,基隆市,59040.590405904055
中正區,1120926,117.06,4500000,0,成屋,基隆市,38441.824705279345
安樂區,1120919,108.53,7500000,0,成屋,基隆市,69105.31650234958
中山區,1120919,296.64,13600000,0,成屋,基隆市,45846.81769147789
安樂區,1120918,166.86,16400000,1450000,成屋,基隆市,89596.06856046985
安樂區,1120928,68.79,2200000,0,成屋,基隆市,31981.392644279687
安樂區,1120912,247.82,19880000,0,成屋,基隆市,80219.51416350577
信義區,1120905,219.34,20000000,2600000,成屋,基隆市,79328.89577824382
信義區,1120905,224.4,20500000,2600000,成屋,基隆市,79768.27094474153
信義區,1120914,200.11,13590000,1350000,成屋,基隆市,61166.358502823445
信義區,1120929,134.65,9300000,0,成屋,基隆市,69067.95395469735
信義區,1120927,259.07,12980000,0,成屋,基隆市,50102.28895665264
暖暖區,1120901,1331.03,50000000,0,成屋,基隆市,37564.89335326777
信義區,1120925,227.29,21500000,0,成屋,基隆市,94592.81094636807
中山區,1120924,106.51,3500000,0,成屋,基隆市,32860.7642474885
安樂區,1120919,66.04,8500000,0,成屋,基隆市,128709.87280436099
安樂區,1120923,48.2,2650000,0,成屋,基隆市,54979.25311203319
暖暖區,1120926,192.25,11500000,0,成屋,基隆市,59817.945383615086
安樂區,1120902,47.6,18000000,0,成屋,基隆市,378151.2605042017
安樂區,1120902,77.73,14090000,0,成屋,基隆市,181268.49350315193
